seq,ts,run,model,status,prompt_tokens,completion_tokens,reasoning_tokens,reasoning_estimated,usage_estimated,finish_reason,cached_tokens,latency_ms,in_per_m,out_per_m,price_source,cost_usd
246,1788952363.154685,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,194,132,1,0,stop,31,6048.3,0.06,0.24,forecast,4.866e-05
247,1788952366.093724,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,147,118,1,0,stop,0,6676.6,0.06,0.24,forecast,3.756e-05
248,1788952368.978058,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,149,81,1,0,stop,31,5821.1,0.06,0.24,forecast,3.786e-05
249,1788952371.955921,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,154,134,1,0,stop,34,5859.7,0.06,0.24,forecast,3.9240000000000004e-05
250,1788952381.188598,run3-forecast60-think-on,nemotron-3-nano:4b,200,36,481,499,1,0,stop,32,12207.9,0.06,0.24,forecast,0.0001176
251,1788952390.010669,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,456,487,1,0,stop,0,18052.0,0.06,0.24,forecast,0.00011153999999999999
252,1788952446.587884,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,2951,3514,1,0,stop,31,65395.5,0.06,0.24,forecast,0.0007103400000000001
253,1788952450.747542,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,216,213,1,0,stop,31,60734.1,0.06,0.24,forecast,5.3939999999999995e-05
254,1788952454.2086332,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,175,140,1,0,stop,0,7618.3,0.06,0.24,forecast,4.428e-05
255,1788952456.751433,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,131,73,1,0,stop,31,6001.1,0.06,0.24,forecast,3.354e-05
256,1788952459.609354,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,148,79,1,0,stop,31,5398.4,0.06,0.24,forecast,3.7619999999999996e-05
257,1788952471.18249,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,605,671,1,0,stop,31,14428.1,0.06,0.24,forecast,0.00014729999999999998
258,1788952480.6967838,run3-forecast60-think-on,nemotron-3-nano:4b,200,33,497,529,1,0,stop,29,21084.6,0.06,0.24,forecast,0.00012126
259,1788952483.1228118,run3-forecast60-think-on,nemotron-3-nano:4b,200,36,125,85,1,0,stop,32,11937.9,0.06,0.24,forecast,3.216e-05
260,1788952485.389278,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,117,46,1,0,stop,34,4689.7,0.06,0.24,forecast,3.036e-05
261,1788952487.542753,run3-forecast60-think-on,nemotron-3-nano:4b,200,37,111,65,1,0,stop,33,4417.1,0.06,0.24,forecast,2.8859999999999998e-05
262,1788952490.0211608,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,128,21,1,0,stop,34,4629.0,0.06,0.24,forecast,3.3e-05
263,1788952493.3022661,run3-forecast60-think-on,nemotron-3-nano:4b,200,33,167,151,1,0,stop,0,5756.6,0.06,0.24,forecast,4.2059999999999994e-05
264,1788952496.1243799,run3-forecast60-think-on,nemotron-3-nano:4b,200,34,143,113,1,0,stop,0,6100.4,0.06,0.24,forecast,3.636e-05
265,1788952498.562231,run3-forecast60-think-on,nemotron-3-nano:4b,200,37,126,103,1,0,stop,33,5257.1,0.06,0.24,forecast,3.246e-05
266,1788952501.079724,run3-forecast60-think-on,nemotron-3-nano:4b,200,33,127,58,1,0,stop,0,4952.5,0.06,0.24,forecast,3.246e-05
267,1788952516.267075,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,794,762,1,0,stop,34,17700.8,0.06,0.24,forecast,0.00019284
268,1788952519.435283,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,155,141,1,0,stop,31,18353.2,0.06,0.24,forecast,3.93e-05
269,1788952522.561464,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,160,126,1,0,stop,34,6291.5,0.06,0.24,forecast,4.068e-05
270,1788952524.9475021,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,117,82,1,0,stop,0,5508.0,0.06,0.24,forecast,3.036e-05
271,1788952530.150604,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,268,241,1,0,stop,34,7586.5,0.06,0.24,forecast,6.659999999999999e-05
272,1788952532.232128,run3-forecast60-think-on,nemotron-3-nano:4b,200,37,101,61,1,0,stop,0,7281.7,0.06,0.24,forecast,2.6459999999999997e-05
273,1788952534.870323,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,130,65,1,0,stop,0,4716.8,0.06,0.24,forecast,3.348e-05
274,1788952536.583183,run3-forecast60-think-on,nemotron-3-nano:4b,200,36,83,21,1,0,stop,0,4348.2,0.06,0.24,forecast,2.208e-05
275,1788952538.7628338,run3-forecast60-think-on,nemotron-3-nano:4b,200,39,110,81,1,0,stop,35,3890.0,0.06,0.24,forecast,2.874e-05
276,1788952550.2001631,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,586,596,1,0,stop,31,13614.5,0.06,0.24,forecast,0.00014273999999999998
277,1788952557.49181,run3-forecast60-think-on,nemotron-3-nano:4b,200,37,373,384,1,0,stop,33,18724.9,0.06,0.24,forecast,9.174e-05
278,1788952560.388774,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,148,55,1,0,stop,31,10186.0,0.06,0.24,forecast,3.7619999999999996e-05
279,1788952564.126017,run3-forecast60-think-on,nemotron-3-nano:4b,200,35,188,182,1,0,stop,0,6631.2,0.06,0.24,forecast,4.722e-05
280,1788952566.718076,run3-forecast60-think-on,nemotron-3-nano:4b,200,36,129,95,1,0,stop,32,6326.5,0.06,0.24,forecast,3.3119999999999995e-05
281,1788952568.408902,run3-forecast60-think-on,nemotron-3-nano:4b,200,37,78,55,1,0,stop,0,4280.1,0.06,0.24,forecast,2.094e-05
282,1788952579.057763,run3-forecast60-think-on,nemotron-3-nano:4b,200,38,521,540,1,0,stop,0,12335.3,0.06,0.24,forecast,0.00012732
283,1788952581.521775,run3-forecast60-think-on,nemotron-3-nano:4b,200,39,119,82,1,0,stop,35,13110.5,0.06,0.24,forecast,3.09e-05
